,Feature1,Feature2,Feature3,isSig
0,3.996798152828194,9.13047122117132,12.0,False
1,-4.353883964009583,8.85276183579117,6.0,False
2,7.182706427782954,7.5303642665967345,7.0,False
3,1.0144182313233614,9.155641223303974,3.0,False
4,4.650257577653974,9.727381850592792,5.0,False
5,1.0370863089337945,10.044128061272204,8.0,False
6,-2.571282780263573,5.980476806117168,8.0,False
7,-0.7972788355173122,8.424146327694537,4.0,False
8,-0.5475819744169712,9.760514148510993,8.0,False
9,4.167052869601774,10.512812192742473,4.0,False
10,0.09691489291545574,9.745372074656188,10.0,False
11,1.5790948712500574,11.957392042813211,7.0,False
12,3.95937966213651,10.606157118454576,5.0,False
13,5.9337123008444905,10.736430515932023,8.0,False
14,0.05704740434885025,9.136382871756304,8.0,False
15,-2.001496986951679,10.915910314426199,1.0,False
16,-4.343176726879877,8.747169087677829,10.0,False
17,4.782841879408807,9.278214413672686,7.0,False
18,-2.118691002484411,9.538476658985019,6.0,False
19,4.384946022182703,9.362929411843059,6.0,False
20,7.718050860830999,9.367011584645187,16.0,False
21,-0.7199639255613728,11.643070394941153,9.0,False
22,-0.48484190550428696,7.116159130819142,2.0,False
23,-3.762848154628326,11.203118646086555,7.0,False
24,0.9214989407919347,11.496559503542674,7.0,False
25,-0.30309120339372697,9.527221074327826,4.0,False
26,3.890653660021726,8.476249455168142,8.0,False
27,-4.318842190082906,9.50756889201279,10.0,False
28,-2.9551709845603145,10.150174721661003,4.0,False
29,1.1896756486967206,10.443667939634413,4.0,False
30,4.0184278027154505,12.431776129640639,5.0,False
31,-3.802847130785434,9.294985107142226,14.0,False
32,3.3121238052845,9.698611879914617,7.0,False
33,3.437379943953825,10.382924141345018,5.0,False
34,-0.04120650342420307,14.321487975276652,8.0,False
35,2.7501156187668396,9.930589256808162,7.0,False
36,-2.343633034504716,10.85552456881851,8.0,False
37,2.641983318040677,10.000137878262773,9.0,False
38,-1.2739157622470296,7.117543373579379,12.0,False
39,1.1956894770264626,10.622805316356963,12.0,False
40,-0.2612316371127785,11.314286215257086,7.0,False
41,2.261993030551821,7.758621530960284,7.0,False
42,1.732802460567485,6.935225465334952,9.0,False
43,3.3822439526398758,13.533061850701278,7.0,False
44,3.5533835499766617,11.670470375747641,6.0,False
45,1.2998319598846138,12.428094229660928,7.0,False
46,6.516575028393242,9.233507476747036,9.0,False
47,-0.41604142705830904,7.6845491556450725,10.0,False
48,-0.6798054160049474,6.7373032741304275,8.0,False
49,-3.3618706543929875,14.204338313775871,4.0,False
50,2.4810039319125616,4.7352149454058505,9.0,False
51,0.29438407586539483,11.508397279678068,3.0,False
52,2.053280519232383,11.333176988481286,7.0,False
53,1.0194305354211721,10.036065375432372,11.0,False
54,-3.2184913023374975,8.287325646045764,6.0,False
55,0.8882798725400529,9.905415626242757,7.0,False
56,6.130470181387726,10.54841314535588,8.0,False
57,3.809703589207056,8.432554834424566,8.0,False
58,-3.31780364970799,7.4988558841869235,9.0,False
59,6.2409003609659335,11.4589314533902,5.0,False
60,7.1028359242196935,14.808781523611499,8.0,False
61,3.4958444037493237,10.110657170421558,3.0,False
62,3.5085592599250526,8.85761418640001,7.0,False
63,-1.2008853976842722,10.768648078086521,4.0,False
64,1.818522207904607,7.417143007614262,9.0,False
65,4.3177269864827394,9.589179507264872,5.0,False
66,3.4256609084931324,7.070634095550046,10.0,False
67,-0.31379802757316133,9.619548613066035,6.0,False
68,1.2580605119179826,9.254553821768333,8.0,False
69,6.314252564217895,11.234730767086148,6.0,False
70,-0.7533856579102576,8.30400048861582,7.0,False
71,-0.6776727631678021,12.440688267350197,12.0,False
72,5.058469499927014,9.979738643721625,7.0,False
73,1.5307973255330363,12.384853790514171,2.0,False
74,2.182598302282768,8.867461639355636,5.0,False
75,1.3050853726020981,7.114353957043275,10.0,False
76,-1.0686310879486167,8.3957764610639,5.0,False
77,-5.910572480519736,6.314079634845257,3.0,False
78,3.6113238436212183,10.443415917118124,5.0,False
79,2.2390365613211767,8.056727401096815,9.0,False
80,-2.9771536104381084,10.368577534732967,9.0,False
81,-3.855658646672964,9.262564969366881,10.0,False
82,-4.483342323193904,10.219862956050346,11.0,False
83,3.743751313713575,10.521041344851255,2.0,False
84,0.040604664012789726,9.700435429997196,3.0,False
85,0.6971786324080695,10.872881423558649,3.0,False
86,4.7667041243985295,7.713683721609414,8.0,False
87,-2.558489083312452,11.458873912245428,8.0,False
88,-0.33911413753943487,13.051060384015756,5.0,False
89,-0.27418943623553105,11.665396276361125,10.0,False
90,1.5882942816242576,13.611229094345388,9.0,False
91,7.610903853017798,11.805791190686573,6.0,False
92,-0.3166033950885052,11.32630007306884,6.0,False
93,0.8330548848970083,12.64048393920427,7.0,False
94,3.23188535609527,9.696362298275272,6.0,False
95,1.4164491349450907,9.33022192120552,7.0,False
96,0.9245320553891361,10.442446100525558,9.0,False
97,2.1729745717998026,10.248979256418117,7.0,False
98,4.47781747719273,10.50420840922743,8.0,False
99,-0.07099792920053005,9.301115509914965,4.0,False
100,0.07293839275970093,9.966494245454669,4.0,False
101,2.1622807662934065,8.366610932163894,5.0,False
102,1.6313855260842565,10.398463329300284,8.0,False
103,2.8225760979486756,10.145217386535956,3.0,False
104,1.994415631517768,9.915332420847816,8.0,False
105,5.31732926145196,11.98039597445733,10.0,False
106,4.654396202415228,10.777848262443774,5.0,False
107,-1.2642861948981094,10.074228756129742,3.0,False
108,-1.2741605481132865,10.139934346079826,7.0,False
109,-1.754746200045104,12.83711322862655,8.0,False
110,2.554782518185675,10.068712031413405,8.0,False
111,1.814118565229891,8.568103785569122,2.0,False
112,-4.611546727767941,9.217142538153144,4.0,False
113,5.3246673829853535,10.070099172182381,3.0,False
114,-2.920426451601088,12.482296413638778,5.0,False
115,-0.8730659530258942,9.749891625717282,8.0,False
116,3.9774222115309184,13.3440929222852,5.0,False
117,-1.0079494446800696,9.936439678968625,7.0,False
118,3.6164561721444515,10.185853177681565,6.0,False
119,7.6778093234219,11.495234332903033,8.0,False
120,2.4077761489897966,9.377664323035216,8.0,False
121,-1.966554022371663,13.542056568360035,5.0,False
122,-1.9901378330811457,6.784298584539634,12.0,False
123,3.3460204664356556,15.937201749560607,4.0,False
124,2.7785602738149464,5.559127271924853,10.0,False
125,4.123469732750343,11.119442101567984,3.0,False
126,1.3086473503620533,11.78465608573082,4.0,False
127,5.08612992009148,6.747162731485512,9.0,False
128,0.22820870911983837,13.67272759241964,9.0,False
129,5.254264545626938,8.564964848765966,6.0,False
130,-4.160614477261873,11.614564409825203,6.0,False
131,2.920257250585718,9.828647878952324,6.0,False
132,4.0290551646612585,7.872548058629036,3.0,False
133,3.2876625741873915,9.192477701571942,8.0,False
134,2.016030500929887,11.188455351488429,8.0,False
135,2.0116365821369935,10.884868579584996,5.0,False
136,4.282457495573908,8.806141952052712,4.0,False
137,-0.41085876639124974,6.365947374153196,8.0,False
138,1.5397985435810497,12.33669351786375,8.0,False
139,-1.7880862773535995,8.965281471924936,3.0,False
140,3.4877147521837943,12.412203883752227,9.0,False
141,0.7324464698322117,13.25261900141259,7.0,False
142,4.745215214323252,8.987190168498596,5.0,False
143,1.273035958566457,9.267731840859284,3.0,False
144,2.159936785674686,9.651298334922291,4.0,False
145,-0.7804277775214121,8.645001294177785,7.0,False
146,7.270909731876969,8.950154905207455,4.0,False
147,2.4466646020300686,11.787139488409956,7.0,False
148,3.0554659526660886,11.963566794605391,5.0,False
149,3.133091885018464,10.24171476964216,5.0,False
150,-2.5037221128474076,6.913195081876252,9.0,False
151,1.2181341000832617,10.375321473926306,5.0,False
152,2.9478928941335187,9.193898915887576,10.0,False
153,-2.9513392446699562,5.609565743870978,12.0,False
154,2.4500457011163235,11.908453122135136,8.0,False
